Key	Index	Rank	Cell.Interaction	Favorable.Cell.Type	Unfavorable.Cell.Type	No.Total.IMGP	No.Shared.IMGP	Enrichment.Ratio	P.Value	Adjust.P.Value	Shared.IMGP	Total.IMGP
CD4+S1PR1+ Treg (TimiGP) CD8+NME1+ T	1	1	CD4+S1PR1+ Treg_CD8+NME1+ T	CD4+S1PR1+ Treg	CD8+NME1+ T	461	51	8.447	6.54423176307301e-31	1.02090015503939e-27	SAMHD1_CENPA/FLT3LG_GTF3A/IL2RA_CENPA/CCR4_GTF3A/LEF1_MXD3/LEF1_ACTG1/FOXP3_CENPA/LEF1_GAPDH/LEF1_GTF3A/IL2RA_GAPDH/LEF1_HMGB1/LEF1_KIF20A/LEF1_SKA3/CCR4_MIF/FLT3LG_ENO1/LEF1_ENO1/FLT3LG_SPC24/IL10RA_GPI/IL10RA_GTF3A/SAMHD1_GTF3A/IL10RA_KIFC1/SAMHD1_MXD3/SAMHD1_SPC24/LEF1_ACTB/SELL_CENPA/SAMHD1_ENO1/LTB_GAPDH/SAMHD1_GAPDH/LEF1_GPI/SELL_GPI/SAMHD1_MIF/SELL_MXD3/CCR4_MXD3/FLT3LG_MIF/FLT3LG_MXD3/FOXP3_GPI/FOXP3_GTF3A/FOXP3_MND1/IL10RA_MND1/IL10RA_MXD3/LEF1_MIF/CCR4_CENPA/IL2RA_KIF20A/IL2RA_KIFC1/IL2RA_SPC24/KLF2_MXD3/LEF1_PFN1/IL2RA_ACTG1/LEF1_CENPA/KLF2_GTF3A/LEF1_KIFC1	FOXP3_ENO1/IKZF2_ENO1/KLF2_ENO1/LEF1_ENO1/KLF3_ENO1/IL32_ENO1/LTB_ENO1/FLT3LG_ENO1/IL10RA_ENO1/CCR10_ENO1/CCR4_ENO1/IL2RA_ENO1/CD74_ENO1/RTKN2_ENO1/SELL_ENO1/SAMHD1_ENO1/TTN_ENO1/AES_ENO1/CPNE2_ENO1/CCDC141_ENO1/HPGD_ENO1/PI16_ENO1/FOXP3_HMGA1/IKZF2_HMGA1/KLF2_HMGA1/LEF1_HMGA1/KLF3_HMGA1/IL32_HMGA1/LTB_HMGA1/FLT3LG_HMGA1/IL10RA_HMGA1/CCR10_HMGA1/CCR4_HMGA1/IL2RA_HMGA1/CD74_HMGA1/RTKN2_HMGA1/SELL_HMGA1/SAMHD1_HMGA1/TTN_HMGA1/AES_HMGA1/CPNE2_HMGA1/CCDC141_HMGA1/HPGD_HMGA1/PI16_HMGA1/FOXP3_GTF3A/IKZF2_GTF3A/KLF2_GTF3A/LEF1_GTF3A/KLF3_GTF3A/IL32_GTF3A/LTB_GTF3A/FLT3LG_GTF3A/IL10RA_GTF3A/CCR10_GTF3A/CCR4_GTF3A/IL2RA_GTF3A/CD74_GTF3A/RTKN2_GTF3A/SELL_GTF3A/SAMHD1_GTF3A/TTN_GTF3A/AES_GTF3A/CPNE2_GTF3A/CCDC141_GTF3A/HPGD_GTF3A/PI16_GTF3A/FOXP3_MYB/IKZF2_MYB/KLF2_MYB/LEF1_MYB/KLF3_MYB/IL32_MYB/LTB_MYB/FLT3LG_MYB/IL10RA_MYB/CCR10_MYB/CCR4_MYB/IL2RA_MYB/CD74_MYB/RTKN2_MYB/SELL_MYB/SAMHD1_MYB/TTN_MYB/AES_MYB/CPNE2_MYB/CCDC141_MYB/HPGD_MYB/PI16_MYB/FOXP3_MXD3/IKZF2_MXD3/KLF2_MXD3/LEF1_MXD3/KLF3_MXD3/IL32_MXD3/LTB_MXD3/FLT3LG_MXD3/IL10RA_MXD3/CCR10_MXD3/CCR4_MXD3/IL2RA_MXD3/CD74_MXD3/RTKN2_MXD3/SELL_MXD3/SAMHD1_MXD3/TTN_MXD3/AES_MXD3/CPNE2_MXD3/CCDC141_MXD3/HPGD_MXD3/PI16_MXD3/FOXP3_HMGB1/IKZF2_HMGB1/KLF2_HMGB1/LEF1_HMGB1/KLF3_HMGB1/IL32_HMGB1/LTB_HMGB1/FLT3LG_HMGB1/IL10RA_HMGB1/CCR10_HMGB1/CCR4_HMGB1/IL2RA_HMGB1/CD74_HMGB1/RTKN2_HMGB1/SELL_HMGB1/SAMHD1_HMGB1/TTN_HMGB1/AES_HMGB1/CPNE2_HMGB1/CCDC141_HMGB1/HPGD_HMGB1/PI16_HMGB1/FOXP3_MIF/IKZF2_MIF/KLF2_MIF/LEF1_MIF/KLF3_MIF/IL32_MIF/LTB_MIF/FLT3LG_MIF/IL10RA_MIF/CCR10_MIF/CCR4_MIF/IL2RA_MIF/CD74_MIF/RTKN2_MIF/SELL_MIF/SAMHD1_MIF/TTN_MIF/AES_MIF/CPNE2_MIF/CCDC141_MIF/HPGD_MIF/PI16_MIF/FOXP3_GPI/IKZF2_GPI/KLF2_GPI/LEF1_GPI/KLF3_GPI/IL32_GPI/LTB_GPI/FLT3LG_GPI/IL10RA_GPI/CCR10_GPI/CCR4_GPI/IL2RA_GPI/CD74_GPI/RTKN2_GPI/SELL_GPI/SAMHD1_GPI/TTN_GPI/AES_GPI/CPNE2_GPI/CCDC141_GPI/HPGD_GPI/PI16_GPI/FOXP3_CKLF/IKZF2_CKLF/KLF2_CKLF/LEF1_CKLF/KLF3_CKLF/IL32_CKLF/LTB_CKLF/FLT3LG_CKLF/IL10RA_CKLF/CCR10_CKLF/CCR4_CKLF/IL2RA_CKLF/CD74_CKLF/RTKN2_CKLF/SELL_CKLF/SAMHD1_CKLF/TTN_CKLF/AES_CKLF/CPNE2_CKLF/CCDC141_CKLF/HPGD_CKLF/PI16_CKLF/FOXP3_CD74/IKZF2_CD74/KLF2_CD74/LEF1_CD74/KLF3_CD74/IL32_CD74/LTB_CD74/FLT3LG_CD74/IL10RA_CD74/CCR10_CD74/CCR4_CD74/IL2RA_CD74/RTKN2_CD74/SELL_CD74/SAMHD1_CD74/TTN_CD74/AES_CD74/CPNE2_CD74/CCDC141_CD74/HPGD_CD74/PI16_CD74/FOXP3_CXCR3/IKZF2_CXCR3/KLF2_CXCR3/LEF1_CXCR3/KLF3_CXCR3/IL32_CXCR3/LTB_CXCR3/FLT3LG_CXCR3/IL10RA_CXCR3/CCR10_CXCR3/CCR4_CXCR3/IL2RA_CXCR3/CD74_CXCR3/RTKN2_CXCR3/SELL_CXCR3/SAMHD1_CXCR3/TTN_CXCR3/AES_CXCR3/CPNE2_CXCR3/CCDC141_CXCR3/HPGD_CXCR3/PI16_CXCR3/FOXP3_ACTB/IKZF2_ACTB/KLF2_ACTB/LEF1_ACTB/KLF3_ACTB/IL32_ACTB/LTB_ACTB/FLT3LG_ACTB/IL10RA_ACTB/CCR10_ACTB/CCR4_ACTB/IL2RA_ACTB/CD74_ACTB/RTKN2_ACTB/SELL_ACTB/SAMHD1_ACTB/TTN_ACTB/AES_ACTB/CPNE2_ACTB/CCDC141_ACTB/HPGD_ACTB/PI16_ACTB/FOXP3_MND1/IKZF2_MND1/KLF2_MND1/LEF1_MND1/KLF3_MND1/IL32_MND1/LTB_MND1/FLT3LG_MND1/IL10RA_MND1/CCR10_MND1/CCR4_MND1/IL2RA_MND1/CD74_MND1/RTKN2_MND1/SELL_MND1/SAMHD1_MND1/TTN_MND1/AES_MND1/CPNE2_MND1/CCDC141_MND1/HPGD_MND1/PI16_MND1/FOXP3_SPC24/IKZF2_SPC24/KLF2_SPC24/LEF1_SPC24/KLF3_SPC24/IL32_SPC24/LTB_SPC24/FLT3LG_SPC24/IL10RA_SPC24/CCR10_SPC24/CCR4_SPC24/IL2RA_SPC24/CD74_SPC24/RTKN2_SPC24/SELL_SPC24/SAMHD1_SPC24/TTN_SPC24/AES_SPC24/CPNE2_SPC24/CCDC141_SPC24/HPGD_SPC24/PI16_SPC24/FOXP3_PFN1/IKZF2_PFN1/KLF2_PFN1/LEF1_PFN1/KLF3_PFN1/IL32_PFN1/LTB_PFN1/FLT3LG_PFN1/IL10RA_PFN1/CCR10_PFN1/CCR4_PFN1/IL2RA_PFN1/CD74_PFN1/RTKN2_PFN1/SELL_PFN1/SAMHD1_PFN1/TTN_PFN1/AES_PFN1/CPNE2_PFN1/CCDC141_PFN1/HPGD_PFN1/PI16_PFN1/FOXP3_ACTG1/IKZF2_ACTG1/KLF2_ACTG1/LEF1_ACTG1/KLF3_ACTG1/IL32_ACTG1/LTB_ACTG1/FLT3LG_ACTG1/IL10RA_ACTG1/CCR10_ACTG1/CCR4_ACTG1/IL2RA_ACTG1/CD74_ACTG1/RTKN2_ACTG1/SELL_ACTG1/SAMHD1_ACTG1/TTN_ACTG1/AES_ACTG1/CPNE2_ACTG1/CCDC141_ACTG1/HPGD_ACTG1/PI16_ACTG1/FOXP3_CENPA/IKZF2_CENPA/KLF2_CENPA/LEF1_CENPA/KLF3_CENPA/IL32_CENPA/LTB_CENPA/FLT3LG_CENPA/IL10RA_CENPA/CCR10_CENPA/CCR4_CENPA/IL2RA_CENPA/CD74_CENPA/RTKN2_CENPA/SELL_CENPA/SAMHD1_CENPA/TTN_CENPA/AES_CENPA/CPNE2_CENPA/CCDC141_CENPA/HPGD_CENPA/PI16_CENPA/FOXP3_KIFC1/IKZF2_KIFC1/KLF2_KIFC1/LEF1_KIFC1/KLF3_KIFC1/IL32_KIFC1/LTB_KIFC1/FLT3LG_KIFC1/IL10RA_KIFC1/CCR10_KIFC1/CCR4_KIFC1/IL2RA_KIFC1/CD74_KIFC1/RTKN2_KIFC1/SELL_KIFC1/SAMHD1_KIFC1/TTN_KIFC1/AES_KIFC1/CPNE2_KIFC1/CCDC141_KIFC1/HPGD_KIFC1/PI16_KIFC1/FOXP3_SKA3/IKZF2_SKA3/KLF2_SKA3/LEF1_SKA3/KLF3_SKA3/IL32_SKA3/LTB_SKA3/FLT3LG_SKA3/IL10RA_SKA3/CCR10_SKA3/CCR4_SKA3/IL2RA_SKA3/CD74_SKA3/RTKN2_SKA3/SELL_SKA3/SAMHD1_SKA3/TTN_SKA3/AES_SKA3/CPNE2_SKA3/CCDC141_SKA3/HPGD_SKA3/PI16_SKA3/FOXP3_GAPDH/IKZF2_GAPDH/KLF2_GAPDH/LEF1_GAPDH/KLF3_GAPDH/IL32_GAPDH/LTB_GAPDH/FLT3LG_GAPDH/IL10RA_GAPDH/CCR10_GAPDH/CCR4_GAPDH/IL2RA_GAPDH/CD74_GAPDH/RTKN2_GAPDH/SELL_GAPDH/SAMHD1_GAPDH/TTN_GAPDH/AES_GAPDH/CPNE2_GAPDH/CCDC141_GAPDH/HPGD_GAPDH/PI16_GAPDH/FOXP3_KIF20A/IKZF2_KIF20A/KLF2_KIF20A/LEF1_KIF20A/KLF3_KIF20A/IL32_KIF20A/LTB_KIF20A/FLT3LG_KIF20A/IL10RA_KIF20A/CCR10_KIF20A/CCR4_KIF20A/IL2RA_KIF20A/CD74_KIF20A/RTKN2_KIF20A/SELL_KIF20A/SAMHD1_KIF20A/TTN_KIF20A/AES_KIF20A/CPNE2_KIF20A/CCDC141_KIF20A/HPGD_KIF20A/PI16_KIF20A
CD4+AREG+ Tm (TimiGP) CD8+NME1+ T	2	2	CD4+AREG+ Tm_CD8+NME1+ T	CD4+AREG+ Tm	CD8+NME1+ T	399	38	7.272	4.24614764230125e-21	3.31199516099498e-18	PTGER2_CENPA/GPR183_CENPA/GPR183_GTF3A/PTGER2_ACTG1/PTGER2_KIF20A/CD40LG_CENPA/CD40LG_KIFC1/CD40LG_MIF/GPR183_KIFC1/GPR183_MND1/GPR183_MXD3/PTGER2_MND1/PTGER2_MXD3/PABPC1_GTF3A/PTGER2_HMGB1/CD55_GTF3A/CD55_KIFC1/PTGER2_CKLF/PTGER2_GAPDH/GPR183_GPI/PTGER2_GTF3A/PTGER2_GPI/PTGER2_MIF/TCF7_MIF/CCR7_PFN1/CD40LG_GPI/CD40LG_GTF3A/CD40LG_MND1/CD40LG_MXD3/GPR183_MIF/IL7R_MYB/PTGER2_SPC24/CD55_CENPA/GPR183_MYB/KLF2_MXD3/KLF2_GTF3A/PTGER2_PFN1/ZFP36L2_PFN1	ZFP36L2_ENO1/KLF2_ENO1/KLF3_ENO1/TCF7_ENO1/CD40LG_ENO1/AREG_ENO1/IL7R_ENO1/CCR7_ENO1/CXCR4_ENO1/ANXA1_ENO1/EEF1A1_ENO1/TPT1_ENO1/GPR183_ENO1/CD55_ENO1/PABPC1_ENO1/EEF1B2_ENO1/S1PR1_ENO1/PTGER2_ENO1/PLAC8_ENO1/ZFP36L2_HMGA1/KLF2_HMGA1/KLF3_HMGA1/TCF7_HMGA1/CD40LG_HMGA1/AREG_HMGA1/IL7R_HMGA1/CCR7_HMGA1/CXCR4_HMGA1/ANXA1_HMGA1/EEF1A1_HMGA1/TPT1_HMGA1/GPR183_HMGA1/CD55_HMGA1/PABPC1_HMGA1/EEF1B2_HMGA1/S1PR1_HMGA1/PTGER2_HMGA1/PLAC8_HMGA1/ZFP36L2_GTF3A/KLF2_GTF3A/KLF3_GTF3A/TCF7_GTF3A/CD40LG_GTF3A/AREG_GTF3A/IL7R_GTF3A/CCR7_GTF3A/CXCR4_GTF3A/ANXA1_GTF3A/EEF1A1_GTF3A/TPT1_GTF3A/GPR183_GTF3A/CD55_GTF3A/PABPC1_GTF3A/EEF1B2_GTF3A/S1PR1_GTF3A/PTGER2_GTF3A/PLAC8_GTF3A/ZFP36L2_MYB/KLF2_MYB/KLF3_MYB/TCF7_MYB/CD40LG_MYB/AREG_MYB/IL7R_MYB/CCR7_MYB/CXCR4_MYB/ANXA1_MYB/EEF1A1_MYB/TPT1_MYB/GPR183_MYB/CD55_MYB/PABPC1_MYB/EEF1B2_MYB/S1PR1_MYB/PTGER2_MYB/PLAC8_MYB/ZFP36L2_MXD3/KLF2_MXD3/KLF3_MXD3/TCF7_MXD3/CD40LG_MXD3/AREG_MXD3/IL7R_MXD3/CCR7_MXD3/CXCR4_MXD3/ANXA1_MXD3/EEF1A1_MXD3/TPT1_MXD3/GPR183_MXD3/CD55_MXD3/PABPC1_MXD3/EEF1B2_MXD3/S1PR1_MXD3/PTGER2_MXD3/PLAC8_MXD3/ZFP36L2_HMGB1/KLF2_HMGB1/KLF3_HMGB1/TCF7_HMGB1/CD40LG_HMGB1/AREG_HMGB1/IL7R_HMGB1/CCR7_HMGB1/CXCR4_HMGB1/ANXA1_HMGB1/EEF1A1_HMGB1/TPT1_HMGB1/GPR183_HMGB1/CD55_HMGB1/PABPC1_HMGB1/EEF1B2_HMGB1/S1PR1_HMGB1/PTGER2_HMGB1/PLAC8_HMGB1/ZFP36L2_MIF/KLF2_MIF/KLF3_MIF/TCF7_MIF/CD40LG_MIF/AREG_MIF/IL7R_MIF/CCR7_MIF/CXCR4_MIF/ANXA1_MIF/EEF1A1_MIF/TPT1_MIF/GPR183_MIF/CD55_MIF/PABPC1_MIF/EEF1B2_MIF/S1PR1_MIF/PTGER2_MIF/PLAC8_MIF/ZFP36L2_GPI/KLF2_GPI/KLF3_GPI/TCF7_GPI/CD40LG_GPI/AREG_GPI/IL7R_GPI/CCR7_GPI/CXCR4_GPI/ANXA1_GPI/EEF1A1_GPI/TPT1_GPI/GPR183_GPI/CD55_GPI/PABPC1_GPI/EEF1B2_GPI/S1PR1_GPI/PTGER2_GPI/PLAC8_GPI/ZFP36L2_CKLF/KLF2_CKLF/KLF3_CKLF/TCF7_CKLF/CD40LG_CKLF/AREG_CKLF/IL7R_CKLF/CCR7_CKLF/CXCR4_CKLF/ANXA1_CKLF/EEF1A1_CKLF/TPT1_CKLF/GPR183_CKLF/CD55_CKLF/PABPC1_CKLF/EEF1B2_CKLF/S1PR1_CKLF/PTGER2_CKLF/PLAC8_CKLF/ZFP36L2_CD74/KLF2_CD74/KLF3_CD74/TCF7_CD74/CD40LG_CD74/AREG_CD74/IL7R_CD74/CCR7_CD74/CXCR4_CD74/ANXA1_CD74/EEF1A1_CD74/TPT1_CD74/GPR183_CD74/CD55_CD74/PABPC1_CD74/EEF1B2_CD74/S1PR1_CD74/PTGER2_CD74/PLAC8_CD74/ZFP36L2_CXCR3/KLF2_CXCR3/KLF3_CXCR3/TCF7_CXCR3/CD40LG_CXCR3/AREG_CXCR3/IL7R_CXCR3/CCR7_CXCR3/CXCR4_CXCR3/ANXA1_CXCR3/EEF1A1_CXCR3/TPT1_CXCR3/GPR183_CXCR3/CD55_CXCR3/PABPC1_CXCR3/EEF1B2_CXCR3/S1PR1_CXCR3/PTGER2_CXCR3/PLAC8_CXCR3/ZFP36L2_ACTB/KLF2_ACTB/KLF3_ACTB/TCF7_ACTB/CD40LG_ACTB/AREG_ACTB/IL7R_ACTB/CCR7_ACTB/CXCR4_ACTB/ANXA1_ACTB/EEF1A1_ACTB/TPT1_ACTB/GPR183_ACTB/CD55_ACTB/PABPC1_ACTB/EEF1B2_ACTB/S1PR1_ACTB/PTGER2_ACTB/PLAC8_ACTB/ZFP36L2_MND1/KLF2_MND1/KLF3_MND1/TCF7_MND1/CD40LG_MND1/AREG_MND1/IL7R_MND1/CCR7_MND1/CXCR4_MND1/ANXA1_MND1/EEF1A1_MND1/TPT1_MND1/GPR183_MND1/CD55_MND1/PABPC1_MND1/EEF1B2_MND1/S1PR1_MND1/PTGER2_MND1/PLAC8_MND1/ZFP36L2_SPC24/KLF2_SPC24/KLF3_SPC24/TCF7_SPC24/CD40LG_SPC24/AREG_SPC24/IL7R_SPC24/CCR7_SPC24/CXCR4_SPC24/ANXA1_SPC24/EEF1A1_SPC24/TPT1_SPC24/GPR183_SPC24/CD55_SPC24/PABPC1_SPC24/EEF1B2_SPC24/S1PR1_SPC24/PTGER2_SPC24/PLAC8_SPC24/ZFP36L2_PFN1/KLF2_PFN1/KLF3_PFN1/TCF7_PFN1/CD40LG_PFN1/AREG_PFN1/IL7R_PFN1/CCR7_PFN1/CXCR4_PFN1/ANXA1_PFN1/EEF1A1_PFN1/TPT1_PFN1/GPR183_PFN1/CD55_PFN1/PABPC1_PFN1/EEF1B2_PFN1/S1PR1_PFN1/PTGER2_PFN1/PLAC8_PFN1/ZFP36L2_ACTG1/KLF2_ACTG1/KLF3_ACTG1/TCF7_ACTG1/CD40LG_ACTG1/AREG_ACTG1/IL7R_ACTG1/CCR7_ACTG1/CXCR4_ACTG1/ANXA1_ACTG1/EEF1A1_ACTG1/TPT1_ACTG1/GPR183_ACTG1/CD55_ACTG1/PABPC1_ACTG1/EEF1B2_ACTG1/S1PR1_ACTG1/PTGER2_ACTG1/PLAC8_ACTG1/ZFP36L2_CENPA/KLF2_CENPA/KLF3_CENPA/TCF7_CENPA/CD40LG_CENPA/AREG_CENPA/IL7R_CENPA/CCR7_CENPA/CXCR4_CENPA/ANXA1_CENPA/EEF1A1_CENPA/TPT1_CENPA/GPR183_CENPA/CD55_CENPA/PABPC1_CENPA/EEF1B2_CENPA/S1PR1_CENPA/PTGER2_CENPA/PLAC8_CENPA/ZFP36L2_KIFC1/KLF2_KIFC1/KLF3_KIFC1/TCF7_KIFC1/CD40LG_KIFC1/AREG_KIFC1/IL7R_KIFC1/CCR7_KIFC1/CXCR4_KIFC1/ANXA1_KIFC1/EEF1A1_KIFC1/TPT1_KIFC1/GPR183_KIFC1/CD55_KIFC1/PABPC1_KIFC1/EEF1B2_KIFC1/S1PR1_KIFC1/PTGER2_KIFC1/PLAC8_KIFC1/ZFP36L2_SKA3/KLF2_SKA3/KLF3_SKA3/TCF7_SKA3/CD40LG_SKA3/AREG_SKA3/IL7R_SKA3/CCR7_SKA3/CXCR4_SKA3/ANXA1_SKA3/EEF1A1_SKA3/TPT1_SKA3/GPR183_SKA3/CD55_SKA3/PABPC1_SKA3/EEF1B2_SKA3/S1PR1_SKA3/PTGER2_SKA3/PLAC8_SKA3/ZFP36L2_GAPDH/KLF2_GAPDH/KLF3_GAPDH/TCF7_GAPDH/CD40LG_GAPDH/AREG_GAPDH/IL7R_GAPDH/CCR7_GAPDH/CXCR4_GAPDH/ANXA1_GAPDH/EEF1A1_GAPDH/TPT1_GAPDH/GPR183_GAPDH/CD55_GAPDH/PABPC1_GAPDH/EEF1B2_GAPDH/S1PR1_GAPDH/PTGER2_GAPDH/PLAC8_GAPDH/ZFP36L2_KIF20A/KLF2_KIF20A/KLF3_KIF20A/TCF7_KIF20A/CD40LG_KIF20A/AREG_KIF20A/IL7R_KIF20A/CCR7_KIF20A/CXCR4_KIF20A/ANXA1_KIF20A/EEF1A1_KIF20A/TPT1_KIF20A/GPR183_KIF20A/CD55_KIF20A/PABPC1_KIF20A/EEF1B2_KIF20A/S1PR1_KIF20A/PTGER2_KIF20A/PLAC8_KIF20A
